"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14540","Bowling Green, KY","365","285","80",".",".",".","100","62","40",".",".","264",".","101","."
"17140","Cincinnati, OH-KY-IN","365","96","249","20",".",".","143","90","59",".","17","89","38","220","1"
"17300","Clarksville, TN-KY","365","260","104","1",".",".","101","64","44",".",".","208","7","150","."
"21060","Elizabethtown-Fort Knox, KY","341","246","95",".",".",".","87","61","42",".",".","103",".","238","."
"21780","Evansville, IN-KY","365","156","200","9",".",".","109","79","53",".","1","116","32","216","."
"26580","Huntington-Ashland, WV-KY-OH","365","234","129","2",".",".","115","64","44",".","4","118","1","242","."
"30460","Lexington-Fayette, KY","365","273","92",".",".",".","93","64","42",".","44","173",".","148","."
"31140","Louisville/Jefferson County, KY-IN","365","114","219","31","1",".","169","96","58",".","3","71","72","219","."
"33180","Middlesborough, KY","266","219","47",".",".",".","93","55","41",".",".","234",".","32","."
"36980","Owensboro, KY","365","270","94","1",".",".","105","66","42",".","17","156","20","172","."
"37140","Paducah, KY-IL","365","276","89",".",".",".","97","61","41",".","28","165","5","167","."
"40080","Richmond-Berea, KY","110","94","16",".",".",".","73","55.5","32.5",".",".",".",".","110","."
"43700","Somerset, KY","286","230","56",".",".",".","100","58","41",".",".","211",".","75","."
