"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10460","Alamogordo, NM","222","219","3",".",".",".","84","19","10",".",".",".",".",".","222"
"10740","Albuquerque, NM","365","79","260","25","1",".","178","95","63",".","1","189",".","102","73"
"16100","Carlsbad-Artesia, NM","365","300","65",".",".",".","93","58","41",".","3","344",".","18","."
"19700","Deming, NM","365","289","75",".","1",".","169","61","42",".","1","320",".",".","44"
"21580","Espa¤ola, NM","109","109",".",".",".",".","48","20","9",".",".",".",".","109","."
"22140","Farmington, NM","365","162","158","45",".",".","133","101","54",".","19","291","15","15","25"
"26020","Hobbs, NM","365","304","61",".",".",".","97","58","42",".","18","297",".","47","3"
"29740","Las Cruces, NM","365","154","186","22","3",".","187","93","55",".","6","181",".","65","113"
"31060","Los Alamos, NM","118","117","1",".",".",".","58","21","13",".",".",".",".","118","."
"40740","Roswell, NM","125","119","6",".",".",".","79","40","24",".",".",".",".","120","5"
"40760","Ruidoso, NM","103","103",".",".",".",".","44","25","13",".",".",".",".","103","."
"42140","Santa Fe, NM","365","325","40",".",".",".","87","51","30","5",".","173",".","183","4"
"43500","Silver City, NM","365","328","37",".",".",".","80","51","41",".",".","357","1","6","1"
"45340","Taos, NM","361","351","10",".",".",".","59","42","17",".",".",".",".","303","58"
