"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14010","Bloomington, IL","363","324","39",".",".",".","90","51","37",".",".","323",".","40","."
"16580","Champaign-Urbana, IL","365","278","87",".",".",".","90","59","42",".",".","208",".","157","."
"16980","Chicago-Naperville-Elgin, IL-IN-WI","365","116","235","11","3",".","183","84","57",".","20","78","7","237","23"
"19340","Davenport-Moline-Rock Island, IA-IL","365","110","252","2","1",".","152","77","56",".",".","48",".","222","95"
"19500","Decatur, IL","365","269","96",".",".",".","100","61","41",".",".","201","22","142","."
"20820","Effingham, IL","203","184","19",".",".",".","84","50","40",".",".","203",".",".","."
"22800","Fort Madison-Keokuk, IA-IL-MO","118","98","20",".",".",".","82","53","33",".",".",".",".","118","."
"34500","Mount Vernon, IL","261","219","41","1",".",".","105","57","38",".",".","194",".","67","."
"36860","Ottawa-Peru, IL","365","365",".",".",".",".","31","4","1",".",".",".","365",".","."
"37140","Paducah, KY-IL","365","249","113","3",".",".","115","65","41",".","37","118","2","206","2"
"37900","Peoria, IL","365","238","112","15",".",".","134","71","44",".",".","174","43","148","."
"39500","Quincy, IL-MO","214","193","21",".",".",".","93","50","40",".",".","214",".",".","."
"40420","Rockford, IL","362","311","50","1",".",".","108","54","35",".",".","314",".","48","."
"41180","St. Louis, MO-IL","365","131","218","14","2",".","154","82","55",".","6","102","3","243","11"
"44100","Springfield, IL","365","327","38",".",".",".","85","51","34",".",".","301","17","47","."
