"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10300","Adrian, MI","172","121","47","4",".",".","140","77","44",".",".","172",".",".","."
"11460","Ann Arbor, MI","364","268","86","10",".",".","126","74","39",".",".","295",".","69","."
"13020","Bay City, MI","74","45","28","1",".",".","123","69","32.5",".",".",".",".","74","."
"15620","Cadillac, MI","359","301","47","9","2",".","182","58","37",".",".","316",".","43","."
"19820","Detroit-Warren-Dearborn, MI","365","114","183","65","3",".","190","114","64",".","14","82","120","139","10"
"22420","Flint, MI","361","270","86","5",".",".","143","69","33",".",".","164","118","79","."
"24340","Grand Rapids-Wyoming, MI","365","236","112","13","4",".","200","77","43","1","82","151",".","131","."
"26090","Holland, MI","286","191","78","13","4",".","185","84","43",".",".","172",".","114","."
"26340","Houghton, MI","118","112","6",".",".",".","73","38","12",".",".",".",".","118","."
"27020","Iron Mountain, MI-WI","248","214","33","1",".",".","101","54","37",".",".","188",".","60","."
"28020","Kalamazoo-Portage, MI","241","152","86","3",".",".","119","74","46",".",".","158",".","83","."
"29620","Lansing-East Lansing, MI","242","154","81","7",".",".","126","71","44",".",".","163",".","79","."
"31220","Ludington, MI","158","128","22","6","2",".","197","77","38.5",".",".","158",".",".","."
"33780","Monroe, MI","120","62","56","2",".",".","115","75","49",".",".",".",".","120","."
"34740","Muskegon, MI","223","151","59","8","5",".","192","87","43",".",".","174",".","49","."
"35660","Niles-Benton Harbor, MI","229","160","60","8","1",".","151","77","44",".",".","175",".","54","."
"42300","Sault Ste. Marie, MI","97","78","17","2",".",".","132","59","28",".",".",".",".","97","."
"43780","South Bend-Mishawaka, IN-MI","365","259","98","8",".",".","133","71","39",".","126","161",".","78","."
"45900","Traverse City, MI","183","139","34","8","2",".","197","80","42",".",".","183",".",".","."
