"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10780","Alexandria, LA","116","92","24",".",".",".","72","56","36",".",".",".",".","116","."
"12940","Baton Rouge, LA","366","128","183","53","2",".","169","108","57.5",".","7","129","81","148","1"
"25220","Hammond, LA","117","78","39",".",".",".","73","61","38",".",".",".",".","117","."
"26380","Houma-Thibodaux, LA","343","222","115","6",".",".","126","68","44",".",".","180",".","163","."
"29180","Lafayette, LA","366","279","80","7",".",".","147","74","37",".",".","311",".","55","."
"29340","Lake Charles, LA","366","212","146","7","1",".","156","77","46",".",".","176","11","179","."
"33740","Monroe, LA","362","332","30",".",".",".","72","48","32",".",".","274","3","85","."
"35020","Natchez, MS-LA","276","209","67",".",".",".","97","63","40.5",".",".","183",".","93","."
"35380","New Orleans-Metairie, LA","366","130","148","64","24",".","200","133","59",".","3","124","130","109","."
"43340","Shreveport-Bossier City, LA","366","237","123","6",".",".","136","71","44",".",".","187",".","177","2"
