"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"16620","Charleston, WV","365","314","51",".",".",".","93","54","40","17",".","234","4","110","."
"17220","Clarksburg, WV","111","101","10",".",".",".","59","49","31",".",".",".",".","111","."
"19060","Cumberland, MD-WV","365","319","23","21","2",".","161","69","3",".",".",".","365",".","."
"21900","Fairmont, WV","99","87","12",".",".",".","61","54","31",".",".",".",".","99","."
"25180","Hagerstown-Martinsburg, MD-WV","362","306","54","2",".",".","127","57","40",".",".","208",".","154","."
"26580","Huntington-Ashland, WV-KY-OH","365","299","66",".",".",".","77","54","42",".","1","183",".","180","1"
"34060","Morgantown, WV","364","337","27",".",".",".","74","49","36",".",".","223","87","54","."
"37620","Parkersburg-Vienna, WV","364","333","31",".",".",".","87","49","35",".",".","222","88","54","."
"38580","Point Pleasant, WV-OH","365","334","27","4",".",".","117","47","9",".",".",".","365",".","."
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","365","209","145","10","1",".","157","78","47",".","22","221",".","122","."
"48260","Weirton-Steubenville, WV-OH","365","217","144","4",".",".","123","65","46",".",".","119","29","216","1"
"48540","Wheeling, WV-OH","365","318","47",".",".",".","77","54","39","2","66","218","15","64","."
"49020","Winchester, VA-WV","365","333","32",".",".",".","96","49","38",".",".","198",".","167","."
