"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10540","Albany, OR","362","298","60","3","1",".","152","63","22",".",".",".",".","362","."
"13460","Bend-Redmond, OR","365","327","38",".",".",".","90","52","20","6",".",".",".","350","9"
"18700","Corvallis, OR","362","324","37","1",".",".","104","52","15",".",".",".",".","362","."
"21660","Eugene, OR","365","215","113","28","9",".","160","101","44",".",".","126",".","238","1"
"24420","Grants Pass, OR","365","274","89","1","1",".","160","62","29","3",".",".",".","362","."
"25840","Hermiston-Pendleton, OR","362","286","72","4",".",".","138","71","21",".",".",".",".","346","16"
"28900","Klamath Falls, OR","362","257","83","22",".",".","149","80","32",".",".",".",".","362","."
"29260","La Grande, OR","365","292","68","4","1",".","151","66","26",".",".",".",".","355","10"
"32780","Medford, OR","365","233","121","10","1",".","151","80","44","2",".","138",".","225","."
"38900","Portland-Vancouver-Hillsboro, OR-WA","365","223","127","12","3",".","156","80","42","1","1","107",".","255","1"
"40700","Roseburg, OR","128","88","40",".",".",".","89","68","38.5",".",".",".",".","128","."
"41420","Salem, OR","365","293","65","7",".",".","133","63","32","7",".","142",".","216","."
"45520","The Dalles, OR","360","307","53",".",".",".","99","57","19",".",".",".",".","360","."
