"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10780","Alexandria, LA","122","82","40",".",".",".","89","70","40",".",".",".",".","122","."
"12940","Baton Rouge, LA","365","70","213","65","17",".","195","129","70",".","4","132","57","169","3"
"25220","Hammond, LA","120","64","56",".",".",".","89","74.5","49",".",".",".",".","120","."
"26380","Houma-Thibodaux, LA","365","202","146","14","3",".","182","87","48",".",".","178",".","187","."
"29180","Lafayette, LA","365","267","84","12","2",".","169","87","40",".",".","294",".","71","."
"29340","Lake Charles, LA","365","190","158","15","2",".","177","84","50",".","1","154","7","203","."
"33740","Monroe, LA","364","269","85","10",".",".","126","74","40",".",".","292","3","69","."
"35020","Natchez, MS-LA","285","178","96","11",".",".","136","84","46",".",".","213",".","72","."
"35380","New Orleans-Metairie, LA","365","129","205","28","3",".","174","97","57",".","6","164",".","192","3"
"43340","Shreveport-Bossier City, LA","365","174","155","32","4",".","159","100","52",".",".","211","2","151","1"
