"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14540","Bowling Green, KY","365","221","138","6",".",".","126","74","46",".",".","235",".","130","."
"17140","Cincinnati, OH-KY-IN","365","45","270","46","4",".","172","111","71",".",".","116","21","228","."
"17300","Clarksville, TN-KY","365","210","143","12",".",".","147","80","48",".",".","288","18","59","."
"21060","Elizabethtown-Fort Knox, KY","343","207","131","5",".",".","115","69","47",".",".","163",".","180","."
"21780","Evansville, IN-KY","365","104","240","21",".",".","122","90","58","2","1","128","31","203","."
"23180","Frankfort, KY","122","72","50",".",".",".","80","63","47",".",".",".",".","122","."
"26580","Huntington-Ashland, WV-KY-OH","365","136","212","16","1",".","152","87","56",".","5","116","22","222","."
"30460","Lexington-Fayette, KY","365","206","151","8",".",".","115","74","48",".","13","171","14","167","."
"31140","Louisville/Jefferson County, KY-IN","365","82","220","58","5",".","177","114","67",".",".","128","83","154","."
"33180","Middlesborough, KY","264","167","90","7",".",".","115","80","47",".",".","225",".","39","."
"36980","Owensboro, KY","365","166","187","12",".",".","133","85","52",".","7","150","19","189","."
"37140","Paducah, KY-IL","365","226","132","7",".",".","122","80","46",".","14","198","11","142","."
"40080","Richmond-Berea, KY","115","78","37",".",".",".","83","60","43",".",".",".",".","115","."
"43700","Somerset, KY","298","240","58",".",".",".","100","58","43",".",".","245",".","53","."
