"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"16620","Charleston, WV","354","299","53","2",".",".","119","54","37","50",".","158","8","138","."
"17220","Clarksburg, WV","117","110","7",".",".",".","62","48","31",".",".",".",".","117","."
"21900","Fairmont, WV","95","86","9",".",".",".","61","50","33",".",".",".",".","95","."
"25180","Hagerstown-Martinsburg, MD-WV","355","260","91","4",".",".","112","64","43",".",".","174",".","181","."
"26580","Huntington-Ashland, WV-KY-OH","366","246","117","3",".",".","129","62","43",".","2","125",".","239","."
"34060","Morgantown, WV","361","340","21",".",".",".","74","46","32",".",".","189","102","70","."
"37620","Parkersburg-Vienna, WV","363","318","44","1",".",".","112","53","37",".",".","198","100","65","."
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","366","176","174","16",".",".","133","84","51",".","19","165",".","182","."
"48260","Weirton-Steubenville, WV-OH","366","185","174","7",".",".","112","72","50",".",".","104","24","235","3"
"48540","Wheeling, WV-OH","366","241","122","3",".",".","108","65","44",".","12","178",".","174","2"
"49020","Winchester, VA-WV","358","302","56",".",".",".","90","55","37",".",".","175",".","183","."
