"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11660","Arkadelphia, AR","361","342","19",".",".",".","87","46","31",".",".","361",".",".","."
"20980","El Dorado, AR","365","276","86","3",".",".","122","59","37",".",".",".",".","365","."
"22220","Fayetteville-Springdale-Rogers, AR-MO","365","266","99",".",".",".","87","64","42",".",".","198",".","167","."
"22900","Fort Smith, AR-OK","363","308","55",".",".",".","90","54","35",".","5","198",".","160","."
"25460","Harrison, AR","364","336","28",".",".",".","84","48","35",".",".","351",".","13","."
"26300","Hot Springs, AR","121","99","22",".",".",".","86","54","31",".",".",".",".","121","."
"27860","Jonesboro, AR","90","71","19",".",".",".","72","56","34.5",".",".",".",".","90","."
"30780","Little Rock-North Little Rock-Conway, AR","365","257","106","2",".",".","122","64","43",".","1","137",".","227","."
"32820","Memphis, TN-MS-AR","365","242","112","10","1",".","159","71","44",".","4","176",".","185","."
"45500","Texarkana, TX-AR","297","246","50","1",".",".","106","56","35",".",".",".",".","297","."
