"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"13220","Beckley, WV","121","102","19",".",".",".","64","54","33",".",".",".",".","121","."
"16620","Charleston, WV","366","258","95","13",".",".","140","80","41",".",".","164","79","84","39"
"17220","Clarksburg, WV","115","85","30",".",".",".","85","56","38",".",".",".",".","115","."
"21900","Fairmont, WV","122","80","42",".",".",".","84","59","40",".",".",".",".","122","."
"25180","Hagerstown-Martinsburg, MD-WV","363","202","150","10","1",".","151","80","48",".",".","154",".","209","."
"26580","Huntington-Ashland, WV-KY-OH","366","208","145","12","1",".","161","80","48",".","1","156","1","203","5"
"34060","Morgantown, WV","361","287","68","6",".",".","150","68","35",".",".","190","100","71","."
"37620","Parkersburg-Vienna, WV","363","276","81","6",".",".","147","74","38",".",".","187","110","66","."
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","366","101","229","27","7","2","206","100","58",".","17","152",".","197","."
"48260","Weirton-Steubenville, WV-OH","366","141","191","33","1",".","167","95","56",".",".","110","58","197","1"
"48540","Wheeling, WV-OH","366","141","213","11","1",".","154","85","55",".",".","121","38","207","."
"49020","Winchester, VA-WV","361","254","104","3",".",".","119","67","43",".",".","163",".","198","."
