"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10580","Albany-Schenectady-Troy, NY","365","311","54",".",".",".","87","54","37",".",".","227",".","138","."
"15380","Buffalo-Cheektowaga-Niagara Falls, NY","365","248","116","1",".",".","101","63","43",".","6","157","1","201","."
"18500","Corning, NY","365","346","19",".",".",".","77","46","33","9",".","276","2","78","."
"27060","Ithaca, NY","353","334","19",".",".",".","80","45","35",".",".","353",".",".","."
"27460","Jamestown-Dunkirk-Fredonia, NY","364","321","41","2",".",".","112","54","37",".",".","320","7","37","."
"31660","Malone, NY","365","361","4",".",".",".","79","42","24",".","82","204","79",".","."
"35620","New York-Newark-Jersey City, NY-NJ-PA","365","131","217","15","2",".","187","84","56",".","59","120","1","185","."
"40380","Rochester, NY","365","306","58","1",".",".","119","54","38",".",".","252","4","109","."
"45060","Syracuse, NY","365","333","32",".",".",".","97","49","34",".",".","305",".","60","."
"46540","Utica-Rome, NY","365","320","45",".",".",".","100","52","36",".",".","258","1","106","."
"48060","Watertown-Fort Drum, NY","363","352","10","1",".",".","119","44","32",".",".","363",".",".","."
