"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"17380","Cleveland, MS","362","217","144","1",".",".","105","68","45",".",".","79",".","283","."
"18060","Columbus, MS","115","67","48",".",".",".","92","65","44",".",".",".",".","115","."
"24980","Grenada, MS","115","78","37",".",".",".","80","59","41",".",".",".",".","115","."
"25060","Gulfport-Biloxi-Pascagoula, MS","333","166","154","11","2",".","164","74","51",".","2","84","9","238","."
"25620","Hattiesburg, MS","120","63","57",".",".",".","99","71","49",".",".",".",".","120","."
"27140","Jackson, MS","358","211","145","2",".",".","105","68","45",".",".","57",".","301","."
"29860","Laurel, MS","121","58","63",".",".",".","85","69","51",".",".",".",".","121","."
"32820","Memphis, TN-MS-AR","366","142","200","21","3",".","190","91","55",".","9","115","1","241","."
"32940","Meridian, MS","362","211","151",".",".",".","100","68","47",".",".","54",".","308","."
"35020","Natchez, MS-LA","276","209","67",".",".",".","97","63","40.5",".",".","183",".","93","."
"46180","Tupelo, MS","362","230","130","2",".",".","108","65","44",".",".","92",".","270","."
