"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10300","Adrian, MI","348","276","72",".",".",".","91","62","42",".",".","138",".","210","."
"11460","Ann Arbor, MI","365","272","93",".",".",".","99","63","42",".",".","190",".","175","."
"13020","Bay City, MI","361","304","57",".",".",".","80","56","33",".",".",".",".","361","."
"15620","Cadillac, MI","363","314","47","2",".",".","112","55","38",".",".","283",".","80","."
"19820","Detroit-Warren-Dearborn, MI","365","147","198","19","1",".","165","86","55",".","7","85","47","197","29"
"22420","Flint, MI","357","264","90","3",".",".","131","62","40",".",".","132",".","225","."
"24340","Grand Rapids-Wyoming, MI","365","258","104","2","1",".","153","67","40",".",".","191","6","168","."
"26090","Holland, MI","243","183","56","4",".",".","147","68","41",".",".","173",".","70","."
"26340","Houghton, MI","118","117","1",".",".",".","58","29","13",".",".",".",".","118","."
"28020","Kalamazoo-Portage, MI","359","264","94","1",".",".","101","62","41",".",".","121",".","238","."
"29620","Lansing-East Lansing, MI","364","280","82","2",".",".","107","59","40",".","4","193",".","167","."
"31220","Ludington, MI","183","159","23","1",".",".","105","54","39",".",".","183",".",".","."
"33780","Monroe, MI","327","301","25","1",".",".","101","45","7",".",".",".","210","117","."
"34740","Muskegon, MI","176","139","31","5","1",".","159","71","42",".",".","176",".",".","."
"35660","Niles-Benton Harbor, MI","243","178","61","4",".",".","126","67","42",".",".","171",".","72","."
"42300","Sault Ste. Marie, MI","358","301","57",".",".",".","84","53","36",".",".","105",".","253","."
"43780","South Bend-Mishawaka, IN-MI","362","221","138","3",".",".","134","71","46",".","30","113",".","219","."
"45900","Traverse City, MI","183","160","21","2",".",".","108","58","39",".",".","183",".",".","."
