"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"16300","Cedar Rapids, IA","365","249","112","4",".",".","129","64","44",".",".","145","3","217","."
"17540","Clinton, IA","365","244","121",".",".",".","100","64","43",".",".","138","2","225","."
"19340","Davenport-Moline-Rock Island, IA-IL","365","172","189","4",".",".","108","70","52",".","1","77",".","200","87"
"19780","Des Moines-West Des Moines, IA","365","284","79","2",".",".","112","60","40",".","2","219",".","144","."
"22800","Fort Madison-Keokuk, IA-IL-MO","121","99","22",".",".",".","76","56","34",".",".",".",".","121","."
"26980","Iowa City, IA","362","287","75",".",".",".","92","56","38",".",".",".",".","362","."
"32380","Mason City, IA","115","115",".",".",".",".","46","31","16",".",".",".",".",".","115"
"34700","Muscatine, IA","365","249","116",".",".",".","95","62","41",".",".",".","3","361","1"
"36540","Omaha-Council Bluffs, NE-IA","365","229","131","5",".",".","108","68","46",".",".","133","11","208","13"
"43580","Sioux City, IA-NE-SD","365","284","78","3",".",".","112","62","41",".",".","224",".","108","33"
"47940","Waterloo-Cedar Falls, IA","365","230","133","2",".",".","112","65","45",".",".","104",".","261","."
