"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14500","Boulder, CO","365","226","120","16","3",".","154","90","46","8",".","322",".","34","1"
"14720","Breckenridge, CO","307","298","9",".",".",".","66","31","13",".",".",".",".",".","307"
"15860","Ca¤on City, CO","57","57",".",".",".",".","50","25","16",".",".",".",".",".","57"
"17820","Colorado Springs, CO","365","223","126","16",".",".","129","87","46",".",".","322",".","39","4"
"19740","Denver-Aurora-Lakewood, CO","365","102","204","49","10",".","177","112","61",".","95","188","1","56","25"
"20420","Durango, CO","365","231","124","10",".",".","126","84","46",".","15","349",".",".","1"
"22660","Fort Collins, CO","365","184","142","33","6",".","179","101","50",".",".","351",".","13","1"
"24060","Glenwood Springs, CO","344","334","10",".",".",".","61","38","19",".",".",".",".","1","343"
"24300","Grand Junction, CO","365","309","54","1","1",".","167","54","32","4",".",".",".","88","273"
"24540","Greeley, CO","365","209","129","25","2",".","161","97","47","16",".","294",".","54","1"
"39380","Pueblo, CO","129","107","22",".",".",".","66","54","33",".",".",".",".","105","24"
"44460","Steamboat Springs, CO","352","331","21",".",".",".","67","39","19",".",".",".",".",".","352"
