"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10300","Adrian, MI","241","160","70","10","1",".","154","76","44",".",".","165",".","76","."
"11460","Ann Arbor, MI","357","279","71","6","1",".","154","71","38",".",".","308",".","49","."
"13020","Bay City, MI","118","98","20",".",".",".","76","60","23.5",".",".",".",".","118","."
"15620","Cadillac, MI","364","326","36","2",".",".","147","51","36",".",".","339",".","25","."
"19820","Detroit-Warren-Dearborn, MI","365","174","165","23","3",".","159","91","53",".","21","94","36","211","3"
"22420","Flint, MI","242","177","57","8",".",".","150","69","41",".",".","177",".","65","."
"24340","Grand Rapids-Wyoming, MI","365","257","100","5","3",".","156","69","41",".",".","188",".","177","."
"26090","Holland, MI","242","181","52","6","3",".","179","77","40",".",".","177",".","65","."
"26340","Houghton, MI","121","118","3",".",".",".","87","35","13",".",".",".",".","121","."
"28020","Kalamazoo-Portage, MI","231","166","57","8",".",".","133","68","41",".",".","151",".","80","."
"29620","Lansing-East Lansing, MI","364","300","61","3",".",".","122","61","36",".","14","305",".","45","."
"31220","Ludington, MI","183","159","20","3","1",".","172","61","38",".",".","183",".",".","."
"33780","Monroe, MI","127","83","44",".",".",".","80","67","37",".",".",".",".","127","."
"34740","Muskegon, MI","241","188","45","5","3",".","197","67","39",".",".","169",".","72","."
"35660","Niles-Benton Harbor, MI","243","176","55","9","3",".","177","80","42",".",".","173",".","70","."
"42300","Sault Ste. Marie, MI","231","218","13",".",".",".","97","47","31",".",".","164",".","67","."
"43780","South Bend-Mishawaka, IN-MI","363","189","161","12","1",".","161","76","49",".","12","85",".","266","."
"45900","Traverse City, MI","179","154","20","5",".",".","147","61","39",".",".","179",".",".","."
