"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10580","Albany-Schenectady-Troy, NY","366","294","64","8",".",".","143","60","39","1",".","264",".","101","."
"15380","Buffalo-Cheektowaga-Niagara Falls, NY","366","219","133","13","1",".","169","75","46.5",".","1","165",".","200","."
"18500","Corning, NY","366","327","39",".",".",".","100","51","34","3",".","322","1","40","."
"21300","Elmira, NY","359","325","30","4",".",".","115","49","33",".",".","352","7",".","."
"27060","Ithaca, NY","350","305","39","6",".",".","115","54","37",".",".","350",".",".","."
"27460","Jamestown-Dunkirk-Fredonia, NY","366","288","61","15","2",".","197","80","40",".",".","337","5","24","."
"28740","Kingston, NY","359","320","38","1",".",".","101","51","36",".",".","354","5",".","."
"31660","Malone, NY","365","363","2",".",".",".","72","25","10",".","133","169","63",".","."
"35620","New York-Newark-Jersey City, NY-NJ-PA","366","116","211","33","6",".","174","101","58",".","31","139","3","191","2"
"40380","Rochester, NY","366","293","61","11","1",".","151","64","38",".",".","239",".","127","."
"45060","Syracuse, NY","366","318","40","8",".",".","133","56","36",".",".","336",".","30","."
"46540","Utica-Rome, NY","366","290","74","2",".",".","108","58","40",".",".","245",".","121","."
"48060","Watertown-Fort Drum, NY","362","329","23","10",".",".","140","49","32",".",".","362",".",".","."
