"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10580","Albany-Schenectady-Troy, NY","365","288","74","3",".",".","119","60","38",".",".","226",".","139","."
"15380","Buffalo-Cheektowaga-Niagara Falls, NY","365","273","89","3",".",".","112","65","40",".","13","202",".","150","."
"18500","Corning, NY","363","328","35",".",".",".","87","50","32","3",".","292",".","68","."
"27060","Ithaca, NY","364","330","32","2",".",".","101","49","33",".",".","353","11",".","."
"27460","Jamestown-Dunkirk-Fredonia, NY","362","311","47","4",".",".","126","58","36",".",".","335","4","23","."
"31660","Malone, NY","341","341",".",".",".",".","24","0","0",".",".",".","341",".","."
"35620","New York-Newark-Jersey City, NY-NJ-PA","365","156","182","24","2","1","210","93","53",".","42","120","1","202","."
"36300","Ogdensburg-Massena, NY","359","282","66","11",".",".","110","81","14",".",".",".","359",".","."
"40380","Rochester, NY","365","296","65","4",".",".","115","60","38",".","1","220",".","144","."
"42900","Seneca Falls, NY","364","364",".",".",".",".","17","0","0",".",".",".","364",".","."
"45060","Syracuse, NY","365","318","45","2",".",".","115","58","36",".",".","318",".","47","."
"46540","Utica-Rome, NY","364","337","27",".",".",".","93","49","34",".",".","196","1","167","."
"48060","Watertown-Fort Drum, NY","329","307","20","2",".",".","105","47","33",".",".","329",".",".","."
