"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14010","Bloomington, IL","355","303","51","1",".",".","105","58","37",".",".","355",".",".","."
"16580","Champaign-Urbana, IL","365","309","56",".",".",".","100","55","37","3",".","308","4","50","."
"16980","Chicago-Naperville-Elgin, IL-IN-WI","365","82","263","19","1",".","186","89","60",".","28","81","27","207","22"
"19340","Davenport-Moline-Rock Island, IA-IL","365","134","228","3",".",".","126","74","55",".",".","51",".","227","87"
"19500","Decatur, IL","365","291","74",".",".",".","87","59","41",".",".","211","16","138","."
"20820","Effingham, IL","213","184","29",".",".",".","97","58","41",".",".","213",".",".","."
"22800","Fort Madison-Keokuk, IA-IL-MO","110","71","39",".",".",".","88","64","40",".",".",".",".","110","."
"34500","Mount Vernon, IL","210","175","35",".",".",".","87","61","41",".",".","210",".",".","."
"36860","Ottawa-Peru, IL","347","347",".",".",".",".","17","6","1",".",".",".","347",".","."
"37140","Paducah, KY-IL","365","281","83","1",".",".","108","60","39",".","25","179","5","154","2"
"37900","Peoria, IL","365","199","140","21","5",".","183","89","49",".",".","130","78","157","."
"39500","Quincy, IL-MO","303","282","21",".",".",".","97","48","37",".",".","303",".",".","."
"40420","Rockford, IL","363","340","23",".",".",".","84","48","31",".",".","363",".",".","."
"41180","St. Louis, MO-IL","365","107","213","41","4",".","178","102","60",".","7","102","79","167","10"
"44100","Springfield, IL","365","326","39",".",".",".","100","51","35",".",".","365",".",".","."
