"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14700","Branson, MO","119","109","10",".",".",".","75","47","21",".",".",".",".","119","."
"17860","Columbia, MO","245","208","36","1",".",".","105","54","40",".",".","245",".",".","."
"22220","Fayetteville-Springdale-Rogers, AR-MO","365","266","99",".",".",".","87","64","42",".",".","198",".","167","."
"22800","Fort Madison-Keokuk, IA-IL-MO","121","99","22",".",".",".","76","56","34",".",".",".",".","121","."
"27620","Jefferson City, MO","245","210","35",".",".",".","90","58","40",".",".","245",".",".","."
"27900","Joplin, MO","365","304","61",".",".",".","95","54","36",".",".","223",".",".","142"
"28140","Kansas City, MO-KS","365","211","141","12","1",".","172","83","47",".","11","177",".","167","10"
"39500","Quincy, IL-MO","245","228","17",".",".",".","87","49","35",".",".","245",".",".","."
"41140","St. Joseph, MO-KS","365","251","113","1",".",".","112","67","43",".",".","161",".","179","25"
"41180","St. Louis, MO-IL","365","157","189","17","2",".","182","87","54",".","9","127","5","214","10"
"44180","Springfield, MO","365","294","71",".",".",".","93","56","39",".",".","195",".","164","6"
