"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14540","Bowling Green, KY","365","220","141","4",".",".","108","74","46",".",".","235",".","130","."
"17140","Cincinnati, OH-KY-IN","365","111","197","49","8",".","179","112","59",".",".","123","60","182","."
"17300","Clarksville, TN-KY","365","215","147","3",".",".","141","77","47",".",".","255","57","53","."
"21060","Elizabethtown-Fort Knox, KY","339","244","94","1",".",".","112","71","43",".",".","185",".","154","."
"21780","Evansville, IN-KY","365","167","182","15","1",".","159","87","53","25","1","143","30","166","."
"23180","Frankfort, KY","100","67","33",".",".",".","98","61.5","41",".",".",".",".","100","."
"26580","Huntington-Ashland, WV-KY-OH","365","177","173","14","1",".","151","86","51",".","3","74","11","275","2"
"30460","Lexington-Fayette, KY","365","214","143","8",".",".","140","72","46",".","12","120","2","231","."
"31140","Louisville/Jefferson County, KY-IN","365","87","229","41","8",".","187","112","61",".",".","102","45","218","."
"33180","Middlesborough, KY","263","200","63",".",".",".","97","63","44",".",".","227",".","36","."
"36980","Owensboro, KY","365","215","134","16",".",".","147","84","48",".","19","173","9","164","."
"37140","Paducah, KY-IL","365","234","125","5","1",".","159","71","44",".","18","151","7","189","."
"40080","Richmond-Berea, KY","117","90","27",".",".",".","74","58","35",".",".",".",".","117","."
"43700","Somerset, KY","304","190","110","4",".",".","144","74","47",".",".","193",".","111","."
