"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10300","Adrian, MI","361","286","73","2",".",".","119","58","40",".",".","162",".","199","."
"11460","Ann Arbor, MI","366","293","67","6",".",".","122","60","40",".",".","245",".","121","."
"13020","Bay City, MI","355","320","35",".",".",".","81","50","28",".",".",".",".","355","."
"15620","Cadillac, MI","366","324","35","7",".",".","126","52","37",".",".","313",".","53","."
"19820","Detroit-Warren-Dearborn, MI","366","148","196","22",".",".","147","93","54",".","14","107","31","188","26"
"22420","Flint, MI","364","294","61","9",".",".","129","60","38",".",".","172",".","192","."
"24340","Grand Rapids-Wyoming, MI","366","275","81","10",".",".","133","66","40",".",".","217","1","148","."
"26090","Holland, MI","240","185","46","9",".",".","150","71","40",".",".","177",".","63","."
"26340","Houghton, MI","120","120",".",".",".",".","47","24","9",".",".",".",".","120","."
"28020","Kalamazoo-Portage, MI","363","286","69","8",".",".","119","62","38",".",".","152",".","211","."
"29620","Lansing-East Lansing, MI","366","295","63","8",".",".","126","61","40",".","3","242","1","120","."
"31220","Ludington, MI","180","157","17","6",".",".","129","61","38",".",".","180",".",".","."
"33780","Monroe, MI","366","349","17",".",".",".","68","41","4",".",".",".","249","117","."
"34740","Muskegon, MI","178","138","33","5","2",".","159","71","40.5",".",".","178",".",".","."
"35660","Niles-Benton Harbor, MI","242","181","50","11",".",".","140","80","40",".",".","174",".","68","."
"42300","Sault Ste. Marie, MI","299","277","21","1",".",".","101","46","31",".",".","128",".","171","."
"43780","South Bend-Mishawaka, IN-MI","364","246","108","10",".",".","129","72","42.5",".","17","150",".","197","."
"45900","Traverse City, MI","170","146","18","6",".",".","143","59.5","38",".",".","170",".",".","."
