"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14010","Bloomington, IL","359","271","71","17",".",".","133","87","38",".",".","359",".",".","."
"16580","Champaign-Urbana, IL","366","281","77","8",".",".","136","76","38.5",".",".","329","1","36","."
"16980","Chicago-Naperville-Elgin, IL-IN-WI","366","64","243","47","11","1","206","115","64",".","26","86","36","198","20"
"19340","Davenport-Moline-Rock Island, IA-IL","366","140","218","8",".",".","134","78","55",".",".","82",".","213","71"
"19500","Decatur, IL","366","218","138","10",".",".","126","74","45",".",".","184","7","175","."
"20820","Effingham, IL","192","125","58","8","1",".","166","90","46",".",".","192",".",".","."
"22800","Fort Madison-Keokuk, IA-IL-MO","111","72","39",".",".",".","81","67","40",".",".",".",".","111","."
"34500","Mount Vernon, IL","214","118","71","22","3",".","164","105","49",".",".","214",".",".","."
"36860","Ottawa-Peru, IL","360","360",".",".",".",".","37","6","1",".",".",".","360",".","."
"37140","Paducah, KY-IL","366","236","101","24","4","1","202","93","44",".","17","213","5","130","1"
"37900","Peoria, IL","366","171","151","40","4",".","200","105","52",".",".","156","73","137","."
"39500","Quincy, IL-MO","364","322","37","4","1",".","151","54","35",".",".","364",".",".","."
"40420","Rockford, IL","366","313","47","6",".",".","115","61","32.5","2",".","364",".",".","."
"41180","St. Louis, MO-IL","366","66","190","81","27","2","257","140","69.5",".","3","101","76","152","34"
"44100","Springfield, IL","366","286","67","13",".",".","136","77","36.5","1",".","364","1",".","."
