"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10900","Allentown-Bethlehem-Easton, PA-NJ","366","174","181","10",".","1","217","75","51",".","6","121","1","238","."
"11020","Altoona, PA","366","285","79","2",".",".","122","59","39.5",".",".","194",".","169","3"
"16540","Chambersburg-Waynesboro, PA","337","325","12",".",".",".","74","44","33",".",".","337",".",".","."
"20180","DuBois, PA","338","305","32","1",".",".","119","50","37.5",".",".","338",".",".","."
"20700","East Stroudsburg, PA","366","310","53","3",".",".","140","58","40",".",".","257",".","109","."
"21500","Erie, PA","366","295","69","2",".",".","129","56","39",".","2","234",".","130","."
"23900","Gettysburg, PA","366","284","77","5",".",".","119","67","42",".",".","290",".","76","."
"25420","Harrisburg-Carlisle, PA","366","234","126","6",".",".","116","69","45",".",".","165",".","201","."
"26860","Indiana, PA","366","317","45","4",".",".","136","58","38",".",".","346","20",".","."
"27780","Johnstown, PA","366","262","104",".",".",".","97","65","43","1","5","206","2","151","1"
"29540","Lancaster, PA","366","187","173","6",".",".","136","74","50",".",".","138",".","228","."
"30140","Lebanon, PA","366","189","170","7",".",".","122","67","49.5",".",".","119",".","247","."
"35260","New Castle, PA","362","331","30","1",".",".","112","49","33",".",".","345","17",".","."
"35620","New York-Newark-Jersey City, NY-NJ-PA","366","155","181","28","2",".","161","97","53",".","37","159",".","169","1"
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","366","122","224","18","2",".","154","88","57",".","6","129","3","221","7"
"38300","Pittsburgh, PA","366","116","220","29","1",".","152","94","58",".",".","109","18","239","."
"39740","Reading, PA","366","222","137","7",".",".","129","68","46",".",".","150",".","216","."
"41260","St. Marys, PA","346","321","22","3",".",".","126","50","37",".",".","346",".",".","."
"42380","Sayre, PA","358","315","43",".",".",".","97","52","38",".","1","208",".","149","."
"42540","Scranton--Wilkes-Barre--Hazleton, PA","366","290","72","4",".",".","129","64","41",".","2","240",".","124","."
"43740","Somerset, PA","357","324","32","1",".",".","105","50","36",".",".","357",".",".","."
"44300","State College, PA","366","290","74","2",".",".","122","59","40",".","1","261",".","104","."
"47620","Warren, PA","366","352","14",".",".",".","99","34","9",".",".",".","366",".","."
"48700","Williamsport, PA","366","335","30","1",".",".","108","49","34",".",".","353",".",".","13"
"49620","York-Hanover, PA","366","236","125","5",".",".","133","67","43.5",".","5","207",".","154","."
"49660","Youngstown-Warren-Boardman, OH-PA","366","239","121","6",".",".","143","67","44",".",".","191",".","174","1"
