"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"12260","Augusta-Richmond County, GA-SC","366","224","136","5","1",".","151","69","45",".",".","121",".","245","."
"16700","Charleston-North Charleston, SC","366","248","117","1",".",".","134","62","43",".","8","86",".","271","1"
"16740","Charlotte-Concord-Gastonia, NC-SC","366","193","147","22","3","1","206","93","49",".",".","203",".","163","."
"17900","Columbia, SC","366","228","135","3",".",".","119","67","46",".","6","129","5","217","9"
"22500","Florence, SC","284","232","49","3",".",".","147","58","40",".",".","215",".","69","."
"23500","Gaffney, SC","195","127","62","6",".",".","122","80","47",".",".","195",".",".","."
"23860","Georgetown, SC","343","343",".",".",".",".","47","31","17",".",".",".",".",".","343"
"24860","Greenville-Anderson-Mauldin, SC","366","236","125","4","1",".","161","71","45","3","16","169",".","153","25"
"24940","Greenwood, SC","211","175","35","1",".",".","150","58","41",".",".","211",".",".","."
"42860","Seneca, SC","284","255","29",".",".",".","97","51","33",".",".","176","108",".","."
"43900","Spartanburg, SC","359","244","115",".",".",".","93","63","45",".",".","111",".","248","."
"47500","Walterboro, SC","325","268","57",".",".",".","72","54","39",".",".","152",".","173","."
