"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10500","Albany, GA","361","152","203","6",".",".","115","74","54",".",".",".",".","361","."
"11140","Americus, GA","232","171","61",".",".",".","100","71","44",".",".","232",".",".","."
"12020","Athens-Clarke County, GA","365","212","139","14",".",".","126","81","48",".",".","153",".","212","."
"12060","Atlanta-Sandy Springs-Roswell, GA","365","114","184","62","5",".","172","119","58",".","2","162","2","199","."
"12260","Augusta-Richmond County, GA-SC","363","182","166","15",".",".","126","87","50",".",".","167",".","196","."
"15260","Brunswick, GA","358","311","46","1",".",".","108","54","33",".",".","206","92","49","11"
"16860","Chattanooga, TN-GA","359","134","215","10",".",".","129","80","56",".",".","120",".","239","."
"17980","Columbus, GA-AL","365","190","170","5",".",".","126","80","49",".",".","98",".","267","."
"19140","Dalton, GA","267","174","86","7",".",".","133","77","45",".",".","222",".","45","."
"20060","Douglas, GA","59","37","22",".",".",".","92","64","40",".",".",".",".","59","."
"23580","Gainesville, GA","351","169","182",".",".",".","99","70","52",".",".",".",".","351","."
"31420","Macon, GA","364","174","176","13","1",".","151","87","52",".",".","98","3","263","."
"40660","Rome, GA","361","175","179","6","1",".","160","71","51",".",".",".","14","347","."
"42340","Savannah, GA","365","176","176","11","2",".","160","81","52",".",".","72","91","202","."
"44900","Summerville, GA","256","202","51","3",".",".","115","61","38.5",".",".","237",".",".","19"
"46660","Valdosta, GA","339","102","227","9","1",".","154","82","57",".",".",".",".","339","."
"47580","Warner Robins, GA","363","169","194",".",".",".","95","73","52",".",".",".",".","363","."
