"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10300","Adrian, MI","245","191","53","1",".",".","105","60","42",".",".","161",".","84","."
"11460","Ann Arbor, MI","364","296","67","1",".",".","101","58","37",".",".","318",".","46","."
"13020","Bay City, MI","114","94","20",".",".",".","67","54","28.5",".",".",".",".","114","."
"15620","Cadillac, MI","365","315","49","1",".",".","101","61","38",".",".","344",".","21","."
"19820","Detroit-Warren-Dearborn, MI","365","159","194","12",".",".","146","82","53",".","12","85","64","183","21"
"22420","Flint, MI","238","189","48","1",".",".","105","64","41",".",".","168",".","70","."
"24340","Grand Rapids-Wyoming, MI","365","257","104","4",".",".","138","71","41",".",".","201",".","164","."
"26090","Holland, MI","240","167","65","7","1",".","154","78.5","42.5",".",".","168",".","72","."
"26340","Houghton, MI","122","118","4",".",".",".","58","28","9",".",".",".",".","122","."
"28020","Kalamazoo-Portage, MI","241","180","60","1",".",".","105","64","42",".",".","167",".","74","."
"29620","Lansing-East Lansing, MI","362","306","55","1",".",".","108","58","37",".","15","313",".","34","."
"31220","Ludington, MI","181","141","38","2",".",".","112","67","40",".",".","181",".",".","."
"33780","Monroe, MI","363","333","30",".",".",".","69","46","6",".",".",".","249","114","."
"34740","Muskegon, MI","210","149","55","6",".",".","126","74","42",".",".","170",".","40","."
"35660","Niles-Benton Harbor, MI","240","172","63","5",".",".","126","77","42",".",".","171",".","69","."
"42300","Sault Ste. Marie, MI","284","258","26",".",".",".","84","49","30",".",".","139",".","145","."
"43780","South Bend-Mishawaka, IN-MI","361","167","188","5","1",".","154","74","52",".","15","73",".","273","."
"45900","Traverse City, MI","183","140","42","1",".",".","119","71","40",".",".","183",".",".","."
