"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14660","Brainerd, MN","330","284","45","1",".",".","119","56.5","33",".",".","139",".","191","."
"20260","Duluth, MN-WI","365","295","68","2",".",".","101","61","38",".","2","267",".","90","6"
"22020","Fargo, ND-MN","365","273","91","1",".",".","124","64","39","2","20","152",".","169","22"
"29100","La Crosse-Onalaska, WI-MN","310","246","63","1",".",".","110","59","38.5",".",".","177",".","133","."
"32140","Marshall, MN","355","236","116","3",".",".","109","67","43",".",".","109",".","246","."
"33460","Minneapolis-St. Paul-Bloomington, MN-WI","365","183","170","12",".",".","128","83","50",".","5","104","2","249","5"
"39860","Red Wing, MN","188","170","17","1",".",".","101","50","38",".",".","188",".",".","."
"40340","Rochester, MN","360","245","111","4",".",".","123","71","42",".",".","132",".","228","."
"41060","St. Cloud, MN","359","294","63","2",".",".","120","56","36",".",".","141",".","218","."
"49100","Winona, MN","118","107","11",".",".",".","93","48","23",".",".",".",".","118","."
