"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"13220","Beckley, WV","113","88","25",".",".",".","67","58","36",".",".",".",".","113","."
"16620","Charleston, WV","365","177","188",".",".",".","95","70","51",".",".","57","32","272","4"
"17220","Clarksburg, WV","118","70","48",".",".",".","71","60","43",".",".",".",".","118","."
"21900","Fairmont, WV","121","69","52",".",".",".","81","63","48",".",".",".",".","121","."
"25180","Hagerstown-Martinsburg, MD-WV","270","187","83",".",".",".","100","67.5","44",".",".","171",".","99","."
"26580","Huntington-Ashland, WV-KY-OH","365","207","152","6",".",".","114","74","47",".","10","125","38","192","."
"34060","Morgantown, WV","364","216","133","12","3",".","200","74","45",".",".","64","53","247","."
"37620","Parkersburg-Vienna, WV","365","183","167","15",".",".","140","76","50",".",".","56","87","222","."
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","365","159","192","14",".",".","150","85","53","2","46","132","7","178","."
"48260","Weirton-Steubenville, WV-OH","365","103","173","83","6",".","200","111","70",".",".","40","289","36","."
"48540","Wheeling, WV-OH","365","155","203","7",".",".","115","77","53",".",".","83","58","224","."
"49020","Winchester, VA-WV","262","203","58","1",".",".","101","60","39",".",".","173",".","88","1"
