"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"12260","Augusta-Richmond County, GA-SC","365","189","170","6",".",".","136","77","49",".",".","176",".","189","."
"16700","Charleston-North Charleston, SC","365","241","122","2",".",".","112","64","44",".","1","164","1","197","2"
"16740","Charlotte-Concord-Gastonia, NC-SC","365","141","186","34","4",".","177","101","56",".","3","187",".","175","."
"17900","Columbia, SC","365","170","183","12",".",".","139","87","52",".","1","142","38","182","2"
"22500","Florence, SC","336","249","83","4",".",".","112","67","43",".",".","276",".","60","."
"23500","Gaffney, SC","342","270","68","4",".",".","126","71","40",".",".","342",".",".","."
"23860","Georgetown, SC","364","340","24",".",".",".","85","46","22",".",".",".",".",".","364"
"24860","Greenville-Anderson-Mauldin, SC","365","168","185","12",".",".","129","84","52",".","6","188",".","171","."
"24940","Greenwood, SC","316","252","64",".",".",".","100","64","41",".",".","316",".",".","."
"34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","239","204","34","1",".",".","101","58","41",".",".","239",".",".","."
"42860","Seneca, SC","364","305","57","2",".",".","119","61","40",".",".","317","10","37","."
"43900","Spartanburg, SC","361","177","166","18",".",".","140","90","51",".",".","199",".","162","."
"47500","Walterboro, SC","345","311","32","2",".",".","108","50","36",".",".","345",".",".","."
