"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"12260","Augusta-Richmond County, GA-SC","363","210","153",".",".",".","92","67","47",".",".","123","31","209","."
"16700","Charleston-North Charleston, SC","365","291","74",".",".",".","87","56","39",".","4","117","1","243","."
"16740","Charlotte-Concord-Gastonia, NC-SC","365","212","148","5",".",".","115","72","48",".","3","209",".","153","."
"17900","Columbia, SC","365","232","130","3",".",".","107","66","46",".",".","138","17","208","2"
"22500","Florence, SC","317","222","95",".",".",".","97","60","44",".",".","159",".","158","."
"23500","Gaffney, SC","223","179","43","1",".",".","105","61","42",".",".","223",".",".","."
"23860","Georgetown, SC","343","341","2",".",".",".","53","30","17",".",".",".",".",".","343"
"24860","Greenville-Anderson-Mauldin, SC","365","259","106",".",".",".","97","61","43",".","37","148",".","179","1"
"24940","Greenwood, SC","188","179","9",".",".",".","74","47","34.5",".",".","188",".",".","."
"42860","Seneca, SC","358","317","41",".",".",".","90","51","34",".",".","196","93","69","."
"43900","Spartanburg, SC","364","264","99","1",".",".","116","59","42",".",".","116",".","248","."
"47500","Walterboro, SC","336","298","37",".","1",".","152","51","35",".",".","160",".","176","."
