"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"17380","Cleveland, MS","365","206","143","16",".",".","140","80","47",".",".","103",".","262","."
"18060","Columbus, MS","115","60","53","2",".",".","112","77","50",".",".",".",".","115","."
"24980","Grenada, MS","99","62","37",".",".",".","85","71","43",".",".",".",".","99","."
"25060","Gulfport-Biloxi-Pascagoula, MS","365","175","170","18","2",".","164","83","51",".",".","77","11","277","."
"25620","Hattiesburg, MS","114","52","62",".",".",".","92","76","52.5",".",".",".",".","114","."
"27140","Jackson, MS","365","185","175","5",".",".","115","74","50",".",".","61",".","304","."
"29860","Laurel, MS","118","50","68",".",".",".","91","78","54",".",".",".",".","118","."
"32820","Memphis, TN-MS-AR","365","113","196","51","4","1","203","119","60",".","3","124","25","213","."
"32940","Meridian, MS","365","186","172","7",".",".","116","77","50",".",".","78",".","287","."
"35020","Natchez, MS-LA","280","211","65","4",".",".","119","69","42",".",".","198",".","82","."
"46180","Tupelo, MS","364","189","163","11","1",".","152","83","49",".",".","109",".","255","."
