"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10500","Albany, GA","363","263","100",".",".",".","93","59","36",".",".",".",".","363","."
"11140","Americus, GA","245","218","26","1",".",".","101","54","39",".",".","245",".",".","."
"12020","Athens-Clarke County, GA","362","295","61","4","2",".","162","61","40",".",".","187",".","175","."
"12060","Atlanta-Sandy Springs-Roswell, GA","366","105","229","28","4",".","200","97","57",".","2","151",".","213","."
"12260","Augusta-Richmond County, GA-SC","366","256","103","5","2",".","166","67","44",".",".","193","31","142","."
"15260","Brunswick, GA","343","314","27","2",".",".","129","49","35",".",".","170",".","173","."
"16860","Chattanooga, TN-GA","359","227","127","2","3",".","177","67","47",".",".","196",".","163","."
"17980","Columbus, GA-AL","364","264","95","5",".",".","148","61","41",".",".","157",".","207","."
"19140","Dalton, GA","275","233","41","1",".",".","112","58","43",".",".","241",".","34","."
"20060","Douglas, GA","43","40","3",".",".",".","54","47","31",".",".",".",".","43","."
"23580","Gainesville, GA","119","103","14","1","1",".","155","52","30",".",".",".",".","119","."
"31420","Macon, GA","366","267","94","5",".",".","147","63","42",".",".","138","1","227","."
"40660","Rome, GA","366","287","78","1",".",".","102","57","35",".",".",".","57","309","."
"42340","Savannah, GA","366","304","59","3",".",".","143","55","39",".",".","126","40","200","."
"44900","Summerville, GA","242","217","25",".",".",".","93","51","42",".",".","242",".",".","."
"46660","Valdosta, GA","327","276","51",".",".",".","74","54","33",".",".",".",".","327","."
"47580","Warner Robins, GA","352","306","44","2",".",".","107","53","33",".",".",".",".","352","."
