"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11180","Ames, IA","214","175","39",".",".",".","87","64","42.5",".",".","214",".",".","."
"16300","Cedar Rapids, IA","366","214","148","4",".",".","122","76","47",".",".","157","3","206","."
"17540","Clinton, IA","366","139","216","11",".",".","126","80","55",".",".","88","5","273","."
"19340","Davenport-Moline-Rock Island, IA-IL","366","140","218","8",".",".","134","78","55",".",".","82",".","213","71"
"19780","Des Moines-West Des Moines, IA","366","238","126","2",".",".","108","71","45",".","6","153",".","206","1"
"22800","Fort Madison-Keokuk, IA-IL-MO","111","72","39",".",".",".","81","67","40",".",".",".",".","111","."
"26980","Iowa City, IA","366","204","162",".",".",".","90","64","46",".",".",".",".","366","."
"32380","Mason City, IA","356","344","12",".",".",".","66","39","19",".",".",".",".",".","356"
"34700","Muscatine, IA","366","171","162","26","7",".","200","99","52",".",".",".","77","288","1"
"36540","Omaha-Council Bluffs, NE-IA","366","120","223","23",".",".","140","95","58",".",".","100","25","106","135"
"43580","Sioux City, IA-NE-SD","366","210","153","3",".",".","111","71","47",".","15","161","2","170","18"
"47940","Waterloo-Cedar Falls, IA","366","213","151","2",".",".","105","73","47",".",".","148",".","218","."
