"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10540","Albany, OR","365","291","69","5",".",".","111","63","23",".",".",".",".","365","."
"13460","Bend-Redmond, OR","365","320","45",".",".",".","85","54","34",".",".","117",".","248","."
"18300","Coos Bay, OR","186","185","1",".",".",".","57","23","10",".",".",".",".","186","."
"18700","Corvallis, OR","355","302","52","1",".",".","109","58","17",".",".",".",".","355","."
"21660","Eugene, OR","365","237","107","20","1",".","161","82","40",".",".","127",".","237","1"
"24420","Grants Pass, OR","365","231","115","6","8","5","350","82","37",".",".",".",".","365","."
"25840","Hermiston-Pendleton, OR","364","269","89","6",".",".","115","67","40",".",".","128",".","236","."
"28900","Klamath Falls, OR","364","217","121","22","4",".","164","90","38",".",".",".",".","364","."
"29260","La Grande, OR","365","275","85","5",".",".","145","70","33",".",".",".",".","365","."
"32780","Medford, OR","365","198","144","12","9","2","238","92","48",".",".","92",".","273","."
"38900","Portland-Vancouver-Hillsboro, OR-WA","365","234","114","13","4",".","157","76","41",".","3","169",".","193","."
"39260","Prineville, OR","365","248","104","11","2",".","151","80","35",".",".",".",".","365","."
"40700","Roseburg, OR","365","302","63",".",".",".","92","59","30",".",".",".",".","365","."
"41420","Salem, OR","361","279","77","5",".",".","123","64","33",".",".","135",".","226","."
"45520","The Dalles, OR","361","322","35","3","1",".","174","52","26",".",".",".",".","361","."
