"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10740","Albuquerque, NM","366","107","253","6",".",".","143","84","59",".","8","187",".","88","83"
"16100","Carlsbad-Artesia, NM","366","250","107","9",".",".","115","77","44",".","5","341",".","20","."
"19700","Deming, NM","366","299","43","11","8","5","929","67","38",".","14","273",".",".","79"
"21580","Espa¤ola, NM","110","110",".",".",".",".","45","21.5","10",".",".",".",".","110","."
"22140","Farmington, NM","366","210","153","3",".",".","122","80","48",".","28","318",".","6","14"
"23700","Gallup, NM","278","270","8",".",".",".","76","27","14",".",".",".",".",".","278"
"26020","Hobbs, NM","362","273","89",".",".",".","97","64","42",".","31","284",".","45","2"
"29740","Las Cruces, NM","366","120","202","32","5","7","420","105","58",".","7","158",".","90","111"
"31060","Los Alamos, NM","115","115",".",".",".",".","40","24","12",".",".",".",".","115","."
"40740","Roswell, NM","126","119","7",".",".",".","72","39","23",".",".",".",".","112","14"
"40760","Ruidoso, NM","117","113","4",".",".",".","62","30","13",".",".",".",".","117","."
"42140","Santa Fe, NM","366","301","65",".",".",".","100","61","43",".",".","362",".","4","."
"43500","Silver City, NM","366","341","25",".",".",".","87","48","39",".",".","355","1","10","."
"45340","Taos, NM","365","355","10",".",".",".","61","34","16",".",".",".",".","350","15"
