"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14660","Brainerd, MN","354","280","68","6",".",".","136","61","34",".",".","134",".","220","."
"20260","Duluth, MN-WI","365","242","121","2",".",".","115","67","42","1",".","156",".","205","3"
"22020","Fargo, ND-MN","364","336","25","1","2",".","166","49","32",".","21","248",".","73","22"
"29100","La Crosse-Onalaska, WI-MN","120","70","49","1",".",".","147","67","43",".",".",".",".","120","."
"32140","Marshall, MN","353","272","80","1",".",".","115","61","40",".",".","125",".","228","."
"33460","Minneapolis-St. Paul-Bloomington, MN-WI","365","167","185","11","2",".","153","84","53",".","1","109","5","241","9"
"39860","Red Wing, MN","183","147","32","4",".",".","133","61","42",".",".","183",".",".","."
"40340","Rochester, MN","354","192","154","6","2",".","152","75","48",".",".","114",".","240","."
"41060","St. Cloud, MN","365","294","65","6",".",".","148","58","35","15",".","153",".","197","."
"49100","Winona, MN","116","100","15","1",".",".","116","56","26.5",".",".",".",".","116","."
