"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14700","Branson, MO","260","203","57",".",".",".","93","65.5","41",".",".","195",".","65","."
"17860","Columbia, MO","214","178","34","2",".",".","101","61","40",".",".","214",".",".","."
"22220","Fayetteville-Springdale-Rogers, AR-MO","365","276","88","1",".",".","112","65","40",".",".","299",".","66","."
"22800","Fort Madison-Keokuk, IA-IL-MO","115","68","45","2",".",".","115","67","43",".",".",".",".","115","."
"27620","Jefferson City, MO","214","172","41","1",".",".","119","61","42",".",".","214",".",".","."
"27900","Joplin, MO","365","273","86","6",".",".","140","80","39",".",".","203",".",".","162"
"28140","Kansas City, MO-KS","365","111","213","41",".",".","147","101","59",".","6","136","59","161","3"
"39500","Quincy, IL-MO","353","310","42","1",".",".","122","54","37",".",".","320",".","33","."
"41140","St. Joseph, MO-KS","355","201","148","6",".",".","136","74","47",".",".","114",".","227","14"
"41180","St. Louis, MO-IL","365","43","219","91","12",".","195","128","74",".",".","77","120","146","22"
"44180","Springfield, MO","365","215","135","15",".",".","126","87","46","2","25","165","133","40","."
