"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"13420","Bemidji, MN","362","348","12","2",".",".","131","38","17",".",".",".",".","362","."
"14660","Brainerd, MN","365","331","32","2",".",".","137","50","33",".",".","193",".","172","."
"20260","Duluth, MN-WI","365","325","38","2",".",".","104","51","36",".",".","229",".","129","7"
"22020","Fargo, ND-MN","365","305","57","3",".",".","140","54","38",".","4","144",".","187","30"
"29100","La Crosse-Onalaska, WI-MN","361","314","47",".",".",".","98","53","37",".",".","203",".","158","."
"32140","Marshall, MN","365","338","26","1",".",".","119","48","30",".",".","127",".","238","."
"33460","Minneapolis-St. Paul-Bloomington, MN-WI","365","193","166","6",".",".","137","69","49",".","4","97",".","166","98"
"39860","Red Wing, MN","214","202","12",".",".",".","87","48","37",".",".","214",".",".","."
"40340","Rochester, MN","365","315","49","1",".",".","116","54","36",".",".","179",".","186","."
"41060","St. Cloud, MN","355","327","27",".","1",".","151","47","33",".",".","185",".","170","."
"49100","Winona, MN","120","115","5",".",".",".","73","38.5","18",".",".",".",".","120","."
