"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10580","Albany-Schenectady-Troy, NY","365","306","59",".",".",".","90","53","39",".",".","247",".","118","."
"15380","Buffalo-Cheektowaga-Niagara Falls, NY","365","279","85","1",".",".","119","61","39",".","12","185",".","168","."
"18500","Corning, NY","365","351","14",".",".",".","91","45","34","3",".","303",".","59","."
"27060","Ithaca, NY","365","350","15",".",".",".","71","45","34",".",".","351","14",".","."
"27460","Jamestown-Dunkirk-Fredonia, NY","355","320","33","2",".",".","129","50","37",".",".","318","9","28","."
"31660","Malone, NY","365","357","8",".",".",".","93","41","25",".","118","198","49",".","."
"35620","New York-Newark-Jersey City, NY-NJ-PA","365","154","192","17","2",".","159","82","52",".","48","116",".","201","."
"36300","Ogdensburg-Massena, NY","363","280","61","22",".",".","112","86","17",".",".",".","363",".","."
"40380","Rochester, NY","365","310","52","3",".",".","112","53","39",".","1","242","1","121","."
"42900","Seneca Falls, NY","349","349",".",".",".",".","20","1","0",".",".",".","349",".","."
"45060","Syracuse, NY","365","338","27",".",".",".","93","48","36",".",".","314",".","51","."
"46540","Utica-Rome, NY","365","345","20",".",".",".","77","44","32",".",".","248","1","116","."
"48060","Watertown-Fort Drum, NY","326","309","15","2",".",".","101","46","34",".",".","326",".",".","."
