"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11180","Ames, IA","212","198","14",".",".",".","77","48","35",".",".","212",".",".","."
"16300","Cedar Rapids, IA","366","274","90","2",".",".","106","63","40",".",".","113","19","232","2"
"17540","Clinton, IA","366","176","189","1",".",".","108","67","51.5",".",".","66","2","298","."
"19340","Davenport-Moline-Rock Island, IA-IL","366","130","234","2",".",".","112","74","55",".",".","70",".","223","73"
"19780","Des Moines-West Des Moines, IA","366","312","53","1",".",".","138","53","37",".","3","131",".","231","1"
"22800","Fort Madison-Keokuk, IA-IL-MO","113","95","18",".",".",".","70","54","32",".",".",".",".","113","."
"26980","Iowa City, IA","366","305","61",".",".",".","100","53","33",".",".",".",".","365","1"
"32380","Mason City, IA","350","346","4",".",".",".","59","30.5","15",".",".",".",".",".","350"
"34700","Muscatine, IA","366","276","90",".",".",".","95","60","38",".",".",".","15","351","."
"36540","Omaha-Council Bluffs, NE-IA","366","241","121","4",".",".","130","67","43.5",".",".","130","15","174","47"
"43580","Sioux City, IA-NE-SD","366","322","42","2",".",".","112","54","36",".","1","221",".","121","23"
"47940","Waterloo-Cedar Falls, IA","366","267","98","1",".",".","118","59","41.5",".",".","116",".","250","."
