"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10580","Albany-Schenectady-Troy, NY","365","257","105","3",".",".","140","65","42",".",".","200",".","165","."
"15380","Buffalo-Cheektowaga-Niagara Falls, NY","365","212","146","7",".",".","150","76","48",".","9","150","2","204","."
"18500","Corning, NY","360","312","46","1","1",".","157","54","40","5","3","312","2","38","."
"21300","Elmira, NY","357","322","34","1",".",".","105","50","35",".",".","347","10",".","."
"27060","Ithaca, NY","289","269","20",".",".",".","90","49","35",".",".","289",".",".","."
"27460","Jamestown-Dunkirk-Fredonia, NY","365","297","62","5","1",".","159","64","39",".",".","343","4","18","."
"28740","Kingston, NY","362","332","26","4",".",".","122","50","37.5",".",".","360","2",".","."
"31660","Malone, NY","365","358","6","1",".",".","104","25","12",".","185","162","18",".","."
"35620","New York-Newark-Jersey City, NY-NJ-PA","365","98","234","23","9","1","209","98","61",".","29","107","4","222","3"
"40380","Rochester, NY","358","309","48","1",".",".","112","56","34","6","11","208","5","128","."
"45060","Syracuse, NY","365","330","33","2",".",".","126","50","37",".",".","332","1","32","."
"46540","Utica-Rome, NY","365","286","79",".",".",".","93","59","40",".",".","243",".","122","."
"48060","Watertown-Fort Drum, NY","361","343","15","3",".",".","129","45","33",".",".","361",".",".","."
