"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11180","Ames, IA","214","198","16",".",".",".","87","49","36",".",".","214",".",".","."
"16300","Cedar Rapids, IA","365","222","143",".",".",".","100","67","45",".",".","131","2","231","1"
"17540","Clinton, IA","365","147","218",".",".",".","100","76","55",".",".","51",".","314","."
"19340","Davenport-Moline-Rock Island, IA-IL","365","127","237","1",".",".","105","77","54",".",".","61",".","231","73"
"19780","Des Moines-West Des Moines, IA","365","249","116",".",".",".","98","64","44",".","5","114",".","245","1"
"22800","Fort Madison-Keokuk, IA-IL-MO","117","72","45",".",".",".","81","68","40",".",".",".",".","117","."
"26980","Iowa City, IA","364","189","175",".",".",".","96","71","49",".",".",".",".","361","3"
"32380","Mason City, IA","358","347","11",".",".",".","62","34","19",".",".",".",".",".","358"
"34700","Muscatine, IA","365","153","173","26","13",".","200","110","54",".",".",".","63","302","."
"36540","Omaha-Council Bluffs, NE-IA","365","131","228","6",".",".","112","81","57",".",".","81","21","173","90"
"43580","Sioux City, IA-NE-SD","365","269","96",".",".",".","100","64","42",".",".","145",".","213","7"
"47940","Waterloo-Cedar Falls, IA","364","210","154",".",".",".","100","66","45",".",".","117",".","246","1"
