"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10900","Allentown-Bethlehem-Easton, PA-NJ","365","246","114","5",".",".","136","76","42",".","3","170",".","192","."
"11020","Altoona, PA","362","296","65","1",".",".","132","59","38",".",".","230","4","128","."
"16540","Chambersburg-Waynesboro, PA","353","343","10",".",".",".","74","44","32",".",".","353",".",".","."
"20180","DuBois, PA","343","320","22","1",".",".","101","46","33",".",".","343",".",".","."
"20700","East Stroudsburg, PA","355","319","34","2",".",".","108","51","35",".",".","329",".","26","."
"21500","Erie, PA","365","280","85",".",".",".","84","59","38",".","5","194",".","166","."
"23900","Gettysburg, PA","365","294","69","2",".",".","105","62","40",".",".","253",".","112","."
"25420","Harrisburg-Carlisle, PA","365","251","113","1",".",".","108","69","42",".",".","149",".","216","."
"26860","Indiana, PA","356","322","33","1",".",".","105","50","35",".",".","349","7",".","."
"27780","Johnstown, PA","363","297","66",".",".",".","93","55","38",".","2","182","1","177","1"
"29540","Lancaster, PA","365","246","114","5",".",".","126","74","44",".",".","177",".","188","."
"30140","Lebanon, PA","365","260","103","2",".",".","101","64","39",".",".","182",".","183","."
"35260","New Castle, PA","358","329","29",".",".",".","97","50","32",".",".","358",".",".","."
"35620","New York-Newark-Jersey City, NY-NJ-PA","365","156","182","24","2","1","210","93","53",".","42","120","1","202","."
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","365","132","214","16","3",".","164","87","55",".","1","90",".","274","."
"38300","Pittsburgh, PA","365","136","204","24","1",".","154","93","55",".",".","88","25","252","."
"39740","Reading, PA","365","270","90","5",".",".","117","67","40",".",".","237",".","128","."
"41260","St. Marys, PA","351","325","26",".",".",".","97","48","34",".",".","351",".",".","."
"42380","Sayre, PA","356","310","46",".",".",".","97","53","35",".","2","243",".","111","."
"42540","Scranton--Wilkes-Barre--Hazleton, PA","365","300","64","1",".",".","101","61","38",".","11","218",".","136","."
"43740","Somerset, PA","357","330","27",".",".",".","90","47","33",".",".","357",".",".","."
"44300","State College, PA","365","286","77","2",".",".","122","61","40",".","1","216",".","148","."
"47620","Warren, PA","365","363","1","1",".",".","146","23","7",".",".",".","365",".","."
"48700","Williamsport, PA","345","327","18",".",".",".","97","44","31",".",".","344",".",".","1"
"49620","York-Hanover, PA","365","268","96","1",".",".","101","61","40",".","8","213",".","144","."
"49660","Youngstown-Warren-Boardman, OH-PA","365","245","115","5",".",".","115","67","44",".",".","207",".","158","."
