"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14010","Bloomington, IL","364","285","79",".",".",".","100","58","41",".",".","193",".","171","."
"16580","Champaign-Urbana, IL","365","286","78","1",".",".","105","58","41",".",".","237",".","128","."
"16980","Chicago-Naperville-Elgin, IL-IN-WI","365","157","183","23","2",".","177","90","53",".","16","148","11","173","17"
"19340","Davenport-Moline-Rock Island, IA-IL","365","170","194","1",".",".","103","71","52",".",".","71",".","206","88"
"19500","Decatur, IL","365","204","150","11",".",".","108","79","48",".",".","126","146","93","."
"20820","Effingham, IL","244","206","35","3",".",".","112","61","43",".",".","244",".",".","."
"22800","Fort Madison-Keokuk, IA-IL-MO","111","98","13",".",".",".","66","52","32",".",".",".",".","111","."
"34500","Mount Vernon, IL","365","290","75",".",".",".","87","56","41",".",".","184",".","181","."
"36860","Ottawa-Peru, IL","365","364","1",".",".",".","54","7","1",".",".",".","365",".","."
"37140","Paducah, KY-IL","365","265","99","1",".",".","111","62","43",".","10","146",".","209","."
"37900","Peoria, IL","365","258","104","3",".",".","115","64","44",".",".","208",".","157","."
"39500","Quincy, IL-MO","244","213","30","1",".",".","115","54","41",".",".","244",".",".","."
"40420","Rockford, IL","354","317","37",".",".",".","87","51","35",".",".","309",".","45","."
"41180","St. Louis, MO-IL","365","167","186","11","1",".","159","85","52",".","12","161","5","169","18"
"44100","Springfield, IL","364","298","64","2",".",".","115","58","40",".",".","278",".","86","."
