"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14660","Brainerd, MN","350","300","48","2",".",".","112","55","36",".",".","174",".","176","."
"20260","Duluth, MN-WI","365","301","63","1",".",".","101","57","39",".",".","268",".","91","6"
"22020","Fargo, ND-MN","350","300","50",".",".",".","75","55","36","2","5","172",".","149","22"
"29100","La Crosse-Onalaska, WI-MN","316","229","87",".",".",".","100","64","40",".",".","174",".","142","."
"32140","Marshall, MN","356","297","58","1",".",".","101","57","38",".",".","173",".","183","."
"33460","Minneapolis-St. Paul-Bloomington, MN-WI","365","194","168","3",".",".","133","73","48",".","4","99",".","253","9"
"39860","Red Wing, MN","186","173","11","2",".",".","112","49","39",".",".","186",".",".","."
"40340","Rochester, MN","360","252","108",".",".",".","99","65.5","41",".",".","117",".","243","."
"41060","St. Cloud, MN","355","268","85","2",".",".","101","60","38",".",".","147",".","208","."
"49100","Winona, MN","120","104","16",".",".",".","70","53","22",".",".",".",".","120","."
