"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"12260","Augusta-Richmond County, GA-SC","365","127","213","22","3",".","169","93","58",".",".","153",".","212","."
"16700","Charleston-North Charleston, SC","365","171","175","18","1",".","159","87","52",".","3","147","13","202","."
"16740","Charlotte-Concord-Gastonia, NC-SC","365","96","210","43","16",".","195","116","65",".","5","138","21","201","."
"17900","Columbia, SC","365","103","225","34","2","1","253","101","61",".","1","125","52","158","29"
"22500","Florence, SC","263","144","108","11",".",".","126","90","48",".",".","196",".","67","."
"23500","Gaffney, SC","360","272","79","8","1",".","161","74","40",".",".","360",".",".","."
"23860","Georgetown, SC","363","289","73","1",".",".","103","60","30",".",".",".","38","97","228"
"24860","Greenville-Anderson-Mauldin, SC","365","106","237","19","3",".","164","90","61",".","2","110","1","252","."
"24940","Greenwood, SC","267","129","123","13","2",".","166","84","51",".",".","181",".","86","."
"25940","Hilton Head Island-Bluffton-Beaufort, SC","116","74","42",".",".",".","79","67","41",".",".",".",".","116","."
"34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","111","69","42",".",".",".","92","68","43",".",".",".",".","111","."
"42860","Seneca, SC","363","272","91",".",".",".","95","64","43",".",".","307","5","51","."
"43900","Spartanburg, SC","355","132","188","32","3",".","172","100","58",".",".","142",".","212","1"
"47500","Walterboro, SC","349","265","76","8",".",".","136","77","40",".",".","349",".",".","."
