"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14660","Brainerd, MN","346","286","57","3",".",".","129","61","33",".",".","129",".","217","."
"20260","Duluth, MN-WI","365","246","119",".",".",".","97","63","44",".",".","171",".","191","3"
"22020","Fargo, ND-MN","364","316","47","1",".",".","118","54","37",".","22","266",".","62","14"
"29100","La Crosse-Onalaska, WI-MN","119","69","49","1",".",".","117","71","43",".",".",".",".","119","."
"32140","Marshall, MN","358","281","75","2",".",".","105","62","38",".",".","123",".","235","."
"33460","Minneapolis-St. Paul-Bloomington, MN-WI","365","168","187","10",".",".","140","81","52",".","4","133","16","208","4"
"39860","Red Wing, MN","154","122","31","1",".",".","119","67","43.5",".",".","154",".",".","."
"40340","Rochester, MN","363","260","98","5",".",".","124","67","42",".",".","154",".","209","."
"41060","St. Cloud, MN","365","304","61",".",".",".","87","56","34","19",".","140",".","206","."
"49100","Winona, MN","114","101","13",".",".",".","79","51","25",".",".",".",".","114","."
