"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"13220","Beckley, WV","120","106","14",".",".",".","73","51","29.5",".",".",".",".","120","."
"16620","Charleston, WV","365","307","56","2",".",".","112","56","36",".",".","165","48","95","57"
"17220","Clarksburg, WV","119","93","26",".",".",".","69","56","34",".",".",".",".","119","."
"21900","Fairmont, WV","122","94","28",".",".",".","75","56","36.5",".",".",".",".","122","."
"25180","Hagerstown-Martinsburg, MD-WV","363","259","98","6",".",".","131","67","44",".",".","154",".","209","."
"26580","Huntington-Ashland, WV-KY-OH","365","237","125","3",".",".","119","64","45",".","5","104","5","245","6"
"34060","Morgantown, WV","356","319","36","1",".",".","115","51","31",".",".","155","108","93","."
"37620","Parkersburg-Vienna, WV","364","320","42","2",".",".","112","52","34",".",".","181","111","72","."
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","365","179","174","12",".",".","122","77","51",".","29","159",".","177","."
"48260","Weirton-Steubenville, WV-OH","365","192","167","6",".",".","147","75","48",".",".","102","46","215","2"
"48540","Wheeling, WV-OH","365","203","160","2",".",".","112","67","48",".",".","71","19","275","."
"49020","Winchester, VA-WV","365","282","82","1",".",".","115","58","39",".",".","135",".","230","."
