"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10500","Albany, GA","364","232","127","5",".",".","126","64","43",".",".",".",".","364","."
"11140","Americus, GA","245","232","13",".",".",".","80","48","36",".",".","245",".",".","."
"12020","Athens-Clarke County, GA","365","271","94",".",".",".","91","60","40",".",".","91",".","274","."
"12060","Atlanta-Sandy Springs-Roswell, GA","365","168","184","12","1",".","177","74","52",".","5","116",".","244","."
"12260","Augusta-Richmond County, GA-SC","364","253","109","2",".",".","104","63","44",".",".","120","21","223","."
"15260","Brunswick, GA","312","285","27",".",".",".","80","50","32.5",".",".","190",".","122","."
"16860","Chattanooga, TN-GA","363","227","135","1",".",".","101","63","45",".",".","130",".","233","."
"17980","Columbus, GA-AL","365","271","93","1",".",".","111","62","41",".",".","123",".","242","."
"19140","Dalton, GA","281","256","25",".",".",".","93","50","38",".",".","228",".","53","."
"20060","Douglas, GA","59","52","7",".",".",".","59","55","32",".",".",".",".","59","."
"23580","Gainesville, GA","342","215","127",".",".",".","90","63","42",".",".",".",".","342","."
"31420","Macon, GA","365","253","111","1",".",".","105","61","43",".",".","94",".","271","."
"40660","Rome, GA","365","166","198","1",".",".","106","70","52",".",".",".","3","362","."
"42340","Savannah, GA","365","244","111","10",".",".","131","69","42",".",".","80","89","196","."
"44900","Summerville, GA","244","233","11",".",".",".","77","46","36.5",".",".","244",".",".","."
"46660","Valdosta, GA","363","286","74","3",".",".","118","58","36",".",".",".",".","363","."
"47580","Warner Robins, GA","351","251","100",".",".",".","87","59","38",".",".",".",".","351","."
