"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11660","Arkadelphia, AR","344","258","78","8",".",".","119","77","40",".",".","344",".",".","."
"14180","Blytheville, AR","111","49","57","5",".",".","112","82","53",".",".",".",".","111","."
"20980","El Dorado, AR","325","256","65","4",".",".","116","62","9",".",".",".","219","106","."
"22900","Fort Smith, AR-OK","116","48","65","3",".",".","115","74","55",".",".",".",".","116","."
"25460","Harrison, AR","364","277","82","5",".",".","115","68","41",".",".","316",".","48","."
"25760","Helena-West Helena, AR","108","53","53","2",".",".","119","81","51",".",".",".",".","108","."
"26300","Hot Springs, AR","115","55","59","1",".",".","111","76","52",".",".",".",".","115","."
"30780","Little Rock-North Little Rock-Conway, AR","365","125","196","40","4",".","169","101","61",".","6","149",".","210","."
"32820","Memphis, TN-MS-AR","365","82","191","78","13","1","202","129","67",".","3","135","38","187","2"
"40780","Russellville, AR","113","50","63",".",".",".","99","75","53",".",".",".",".","113","."
"42620","Searcy, AR","116","56","56","4",".",".","131","83","52.5",".",".",".",".","116","."
"45500","Texarkana, TX-AR","117","66","50","1",".",".","101","73","47",".",".",".",".","117","."
