"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10740","Albuquerque, NM","365","122","240","3",".",".","115","77","55",".","4","209",".","87","65"
"16100","Carlsbad-Artesia, NM","365","296","67","2",".",".","105","61","42",".","4","355",".","6","."
"19700","Deming, NM","364","346","17","1",".",".","141","44","35",".","18","302",".",".","44"
"21580","Espa¤ola, NM","111","111",".",".",".",".","29","16","9",".",".",".",".","111","."
"22140","Farmington, NM","365","315","50",".",".",".","100","54","42",".","23","310","2","11","19"
"23700","Gallup, NM","273","265","8",".",".",".","92","30","15",".",".",".",".",".","273"
"26020","Hobbs, NM","365","328","34","2","1",".","151","51","37",".","26","270",".","56","13"
"29740","Las Cruces, NM","365","124","227","13","1",".","157","84","57",".","1","174",".","74","116"
"31060","Los Alamos, NM","109","108","1",".",".",".","64","20","11",".",".",".",".","109","."
"40740","Roswell, NM","163","158","5",".",".",".","57","40","21",".",".",".",".","130","33"
"40760","Ruidoso, NM","108","107","1",".",".",".","60","24","11",".",".",".",".","108","."
"42140","Santa Fe, NM","365","313","52",".",".",".","84","54","42",".",".","360",".","4","1"
"43500","Silver City, NM","365","355","10",".",".",".","87","48","40",".",".","329","19","16","1"
"45340","Taos, NM","360","359","1",".",".",".","55","30","15",".",".",".",".","343","17"
