"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14500","Boulder, CO","365","227","133","5",".",".","119","74","47",".",".","268",".","97","."
"15860","Ca¤on City, CO","32","32",".",".",".",".","29","23","12.5",".",".",".",".",".","32"
"17820","Colorado Springs, CO","365","259","106",".",".",".","100","67","45",".",".","344",".","19","2"
"19740","Denver-Aurora-Lakewood, CO","365","91","252","20","2",".","154","90","58",".","51","214","1","68","31"
"20420","Durango, CO","365","276","89",".",".",".","87","61","44",".","8","326",".","31","."
"22660","Fort Collins, CO","365","208","151","6",".",".","129","77","48",".",".","337",".","28","."
"24060","Glenwood Springs, CO","365","309","56",".",".",".","97","54","44",".",".","362",".","2","1"
"24300","Grand Junction, CO","364","289","75",".",".",".","87","58","44","2",".","305",".","56","1"
"24540","Greeley, CO","365","252","110","3",".",".","125","69","45",".",".","229",".","136","."
"39380","Pueblo, CO","126","125","1",".",".",".","68","31","20",".",".",".",".","82","44"
"44460","Steamboat Springs, CO","356","353","2","1",".",".","137","27","13",".",".",".",".",".","356"
