"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"12260","Augusta-Richmond County, GA-SC","365","259","104","1",".","1","364","62","44",".",".","176","6","181","2"
"16700","Charleston-North Charleston, SC","361","302","58","1",".",".","101","55","40",".","3","195",".","161","2"
"16740","Charlotte-Concord-Gastonia, NC-SC","365","214","146","5",".",".","115","68","48",".",".","202",".","163","."
"17900","Columbia, SC","365","270","93","2",".",".","113","58","44",".",".","213",".","151","1"
"22500","Florence, SC","335","293","42",".",".",".","77","52","39",".",".","217",".","118","."
"23860","Georgetown, SC","304","303","1",".",".",".","63","30","15",".",".",".",".",".","304"
"24860","Greenville-Anderson-Mauldin, SC","365","253","112",".",".",".","97","60","44",".","2","216",".","147","."
"24940","Greenwood, SC","9","9",".",".",".",".","33","33","25",".",".","9",".",".","."
"34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","365","328","32","5",".",".","117","51","34",".",".","308","57",".","."
"42860","Seneca, SC","363","332","31",".",".",".","84","50","37",".",".","295","3","65","."
"43900","Spartanburg, SC","351","271","79","1",".",".","108","58","43",".",".","177",".","174","."
"47500","Walterboro, SC","357","309","48",".",".",".","82","52","36",".",".","182",".","175","."
