"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14660","Brainerd, MN","360","307","53",".",".",".","98","54","35",".",".","190",".","170","."
"20260","Duluth, MN-WI","366","309","56","1",".",".","122","58","36",".",".","278",".","84","4"
"22020","Fargo, ND-MN","366","293","73",".",".",".","91","58","39",".","4","207",".","133","22"
"29100","La Crosse-Onalaska, WI-MN","316","224","90","2",".",".","105","67","42",".",".","170",".","146","."
"32140","Marshall, MN","364","275","87","2",".",".","101","64","38.5",".",".","173",".","191","."
"33460","Minneapolis-St. Paul-Bloomington, MN-WI","366","203","155","7","1",".","185","72","47",".","14","146","1","189","16"
"39860","Red Wing, MN","223","191","32",".",".",".","90","58","38",".",".","223",".",".","."
"40340","Rochester, MN","359","254","102","3",".",".","112","67","41",".",".","179",".","180","."
"41060","St. Cloud, MN","366","292","73","1",".",".","105","57","38",".",".","158",".","208","."
"49100","Winona, MN","120","109","11",".",".",".","85","46.5","20",".",".",".",".","120","."
