"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10540","Albany, OR","365","256","103","5","1",".","153","66","33",".",".",".",".","365","."
"13460","Bend-Redmond, OR","363","327","35","1",".",".","108","50","31",".",".","119",".","244","."
"18700","Corvallis, OR","365","321","44",".",".",".","94","53","19",".",".",".",".","365","."
"21660","Eugene, OR","365","223","116","23","3",".","158","89","44",".",".","95",".","270","."
"24420","Grants Pass, OR","365","269","92","4",".",".","148","63","28",".",".",".",".","365","."
"25840","Hermiston-Pendleton, OR","365","263","101","1",".",".","103","67","38",".",".","132",".","230","3"
"28900","Klamath Falls, OR","364","215","139","6","4",".","188","79","40",".",".",".",".","363","1"
"29260","La Grande, OR","365","291","74",".",".",".","89","62","27",".",".",".",".","365","."
"32780","Medford, OR","365","242","114","7","2",".","171","77","41",".",".","136",".","229","."
"38900","Portland-Vancouver-Hillsboro, OR-WA","365","228","120","16","1",".","151","84","45",".","3","154",".","208","."
"39260","Prineville, OR","365","279","81","5",".",".","131","67","27",".",".",".",".","365","."
"40700","Roseburg, OR","360","316","42","2",".",".","107","53","28",".",".",".",".","360","."
"41420","Salem, OR","361","285","75","1",".",".","140","65","33",".",".","140",".","221","."
"45520","The Dalles, OR","365","318","47",".",".",".","81","53","23",".",".",".",".","365","."
