"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14540","Bowling Green, KY","366","226","137","3",".",".","108","77","45",".",".","231",".","135","."
"17140","Cincinnati, OH-KY-IN","366","141","184","35","6",".","169","101","55",".","8","141","26","191","."
"17300","Clarksville, TN-KY","366","240","122","4",".",".","115","79","44",".","1","289","5","71","."
"21060","Elizabethtown-Fort Knox, KY","360","228","128","4",".",".","122","71.5","44",".",".","162",".","198","."
"21780","Evansville, IN-KY","366","140","200","25","1",".","154","95","56.5",".","2","94","85","185","."
"23180","Frankfort, KY","119","71","48",".",".",".","84","65","45",".",".",".",".","119","."
"26580","Huntington-Ashland, WV-KY-OH","366","164","183","17","2",".","166","87","53",".","12","137","60","156","1"
"30460","Lexington-Fayette, KY","366","200","160","6",".",".","126","78","48.5",".","21","154","32","159","."
"31140","Louisville/Jefferson County, KY-IN","366","82","212","65","7",".","179","115","64",".","5","72","112","177","."
"33180","Middlesborough, KY","263","148","110","5",".",".","126","77","48",".",".","227",".","36","."
"36980","Owensboro, KY","358","195","156","7",".",".","133","77","47.5",".","9","141","21","187","."
"37140","Paducah, KY-IL","363","227","132","4",".",".","112","72","44",".","27","151","19","165","1"
"40080","Richmond-Berea, KY","119","84","35",".",".",".","79","64","38",".",".",".",".","119","."
"43700","Somerset, KY","244","190","53","1",".",".","105","64","44",".",".","244",".",".","."
