"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"16300","Cedar Rapids, IA","365","280","85",".",".",".","100","61","40",".",".","159","19","186","1"
"17540","Clinton, IA","365","156","209",".",".",".","93","68","52",".",".","45","1","319","."
"19340","Davenport-Moline-Rock Island, IA-IL","365","170","194","1",".",".","103","71","52",".",".","71",".","206","88"
"19780","Des Moines-West Des Moines, IA","365","292","72","1",".",".","135","58","40",".","2","206",".","157","."
"22800","Fort Madison-Keokuk, IA-IL-MO","111","98","13",".",".",".","66","52","32",".",".",".",".","111","."
"26980","Iowa City, IA","364","294","70",".",".",".","80","56","33",".",".",".",".","361","3"
"32380","Mason City, IA","233","231","2",".",".",".","65","31","15",".",".",".",".",".","233"
"34700","Muscatine, IA","365","267","98",".",".",".","77","60","38",".",".",".","8","353","4"
"36540","Omaha-Council Bluffs, NE-IA","365","198","165","2",".",".","114","69","48",".",".","109","22","189","45"
"43580","Sioux City, IA-NE-SD","365","308","57",".",".",".","100","55","38",".",".","256",".","106","3"
"47940","Waterloo-Cedar Falls, IA","363","231","132",".",".",".","93","64","46",".",".","68",".","295","."
