"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"13420","Bemidji, MN","352","327","24","1",".",".","106","41","23",".",".",".",".","352","."
"14660","Brainerd, MN","364","316","47","1",".",".","107","55","30",".",".","147",".","217","."
"20260","Duluth, MN-WI","365","305","58","2",".",".","109","57","35",".",".","277",".","78","10"
"22020","Fargo, ND-MN","360","315","44","1",".",".","121","52.5","35",".","8","233",".","110","9"
"29100","La Crosse-Onalaska, WI-MN","365","300","65",".",".",".","97","59","39",".",".","184",".","181","."
"32140","Marshall, MN","365","332","33",".",".",".","84","50","32",".",".","163",".","202","."
"33460","Minneapolis-St. Paul-Bloomington, MN-WI","365","173","187","5",".",".","122","75","51","4","5","92","1","161","102"
"39860","Red Wing, MN","231","206","24","1",".",".","133","51","38",".",".","231",".",".","."
"40340","Rochester, MN","361","292","69",".",".",".","98","57","38",".",".","140",".","221","."
"41060","St. Cloud, MN","365","309","55","1",".",".","101","56","34",".",".","186",".","179","."
"49100","Winona, MN","113","105","8",".",".",".","77","44","20",".",".",".",".","113","."
