"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14540","Bowling Green, KY","365","172","158","35",".",".","147","100","51",".",".","199",".","166","."
"17140","Cincinnati, OH-KY-IN","365","82","202","69","12",".","197","133","64",".","3","138","83","141","."
"17300","Clarksville, TN-KY","365","155","155","48","7",".","166","115","55",".",".","192","19","154","."
"21060","Elizabethtown-Fort Knox, KY","324","186","116","21","1",".","161","97","46",".",".","200",".","124","."
"21780","Evansville, IN-KY","365","88","183","84","10",".","172","123","66",".",".","95","135","135","."
"23180","Frankfort, KY","120","66","52","2",".",".","122","75","47",".",".",".",".","120","."
"26580","Huntington-Ashland, WV-KY-OH","365","118","190","49","8",".","172","112","60",".","3","139","54","166","3"
"30460","Lexington-Fayette, KY","365","155","177","30","2","1","202","97","54",".","10","121","33","201","."
"31140","Louisville/Jefferson County, KY-IN","365","61","190","92","22",".","198","133","74",".","2","86","130","147","."
"33180","Middlesborough, KY","264","95","132","33","4",".","169","108","61.5",".",".","229",".","35","."
"36980","Owensboro, KY","365","169","153","39","4",".","174","105","52",".","7","158","35","165","."
"37140","Paducah, KY-IL","365","176","160","29",".",".","143","93","51",".","24","128","27","186","."
"40080","Richmond-Berea, KY","118","65","51","2",".",".","124","76","49",".",".",".",".","118","."
"43700","Somerset, KY","244","161","75","8",".",".","147","80","45",".",".","244",".",".","."
