"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10580","Albany-Schenectady-Troy, NY","365","260","102","3",".",".","122","64","40",".",".","205","2","158","."
"15380","Buffalo-Cheektowaga-Niagara Falls, NY","365","224","138","3",".",".","129","68","47",".","22","103","2","238","."
"18500","Corning, NY","365","312","52","1",".",".","101","55","36",".","1","226","2","136","."
"21300","Elmira, NY","365","342","23",".",".",".","97","47","33",".",".","362","3",".","."
"27060","Ithaca, NY","347","328","19",".",".",".","93","47","34",".",".","347",".",".","."
"27460","Jamestown-Dunkirk-Fredonia, NY","365","303","58","4",".",".","133","60","38",".",".","310","24","31","."
"28740","Kingston, NY","364","338","25","1",".",".","108","48","36",".",".","362","2",".","."
"31660","Malone, NY","365","357","5","3",".",".","147","42","21",".","97","196","62",".","10"
"35620","New York-Newark-Jersey City, NY-NJ-PA","365","94","236","34","1",".","151","100","61",".","25","72","4","260","4"
"36300","Ogdensburg-Massena, NY","39","38","1",".",".",".","83","41","20",".",".",".",".","39","."
"40380","Rochester, NY","365","299","64","1","1",".","161","56","37","1",".","219","8","137","."
"45060","Syracuse, NY","365","326","38","1",".",".","119","51","37",".",".","330",".","35","."
"46540","Utica-Rome, NY","365","275","89","1",".",".","105","61","39",".",".","250",".","115","."
"48060","Watertown-Fort Drum, NY","324","299","22","2","1",".","154","48","34",".",".","324",".",".","."
