"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14500","Boulder, CO","366","219","131","16",".",".","143","87","47","9",".","331",".","26","."
"14720","Breckenridge, CO","327","321","6",".",".",".","75","27","11",".",".",".",".",".","327"
"15860","Ca¤on City, CO","58","58",".",".",".",".","50","27","14",".",".",".",".",".","58"
"17820","Colorado Springs, CO","366","239","111","16",".",".","140","84","44","1",".","354",".","10","1"
"19740","Denver-Aurora-Lakewood, CO","366","124","189","51","2",".","174","112","61",".","45","251","2","55","13"
"20420","Durango, CO","366","208","153","5",".",".","112","80","49",".","6","359",".",".","1"
"22660","Fort Collins, CO","366","203","142","21",".",".","143","90","49","1",".","354",".","11","."
"24060","Glenwood Springs, CO","365","185","171","9",".",".","128","84","50",".",".","334",".",".","31"
"24300","Grand Junction, CO","366","199","164","3",".",".","122","74","47","10",".","218",".","39","99"
"24540","Greeley, CO","366","247","111","8",".",".","122","79","43.5","22",".","297",".","45","2"
"39380","Pueblo, CO","142","129","13",".",".",".","83","47","29",".",".",".",".","87","55"
"44460","Steamboat Springs, CO","298","276","22",".",".",".","85","45","21",".",".",".",".",".","298"
